generic_name,brand_name,baseline_price,system_id
AVOBENZONE + OCTISALATE + OCTOCRYLENE + HOMOSALATE,ULTRA-LIGHT MOISTURIZING LOTION,0.65,02481944
DULOXETINE (DULOXETINE HYDROCHLORIDE),NRA-DULOXETINE,0.65,02482126
CINACALCET (CINACALCET HYDROCHLORIDE),M-CINACALCET,0.65,02481987
OCTINOXATE + AVOBENZONE + OCTISALATE,SHEER HYDRATION SUNSCREEN BROAD SPECTRUM SPF 40,0.65,02482010
LACTIC ACID + SODIUM CHLORITE,SYNERGY,0.65,02482029
LUBABEGRON (LUBABEGRON FUMARATE),EXPERIOR 10,0.65,02482061
HYDROGEN PEROXIDE + LACTIC ACID,BARDOX,0.65,02482096
IODINE (ALKOXYPOLYETHOXYETHANOL IODIZED COMPLEX),IO-PRO,0.65,02482118
OCTOCRYLENE + HOMOSALATE + AVOBENZONE + OCTISALATE,REGENERIST MICRO-SCULPTING LOTION WITH SPF,0.65,02482177
RIVAROXABAN,SANDOZ RIVAROXABAN,0.65,02482223
SAROLANER + SELAMECTIN,REVOLUTION PLUS,0.65,02482266
ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE),JAMP-ZOLEDRONIC ACID,0.65,02482525
AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),AURO-AZITHROMYCIN,0.65,02482363
FAMPRIDINE,TARO-FAMPRIDINE,0.65,02482398
DEXTROMETHORPHAN HYDROBROMIDE + ACETAMINOPHEN + DOXYLAMINE SUCCINATE + PHENYLEPHRINE HYDROCHLORIDE,NYQUIL COMPLETE + VICKS VAPOCOOL COLD & FLU LIQUID,0.65,02482401
PHENYLEPHRINE HYDROCHLORIDE + ACETAMINOPHEN + GUAIFENESIN + DEXTROMETHORPHAN HYDROBROMIDE,DAYQUIL COMPLETE + VICKS VAPOCOOL COLD & FLU LIQUID,0.65,02482428
RABIES IMMUNOGLOBULIN (HUMAN),KAMRAB,0.65,02482436
AVOBENZONE + HOMOSALATE + OCTISALATE,MAKEUP SETTING SPRAY PULVÉRISATION POUR FIXER LE MAQUILLAGE,0.65,02482444
AMOXICILLIN (AMOXICILLIN TRIHYDRATE) + CLAVULANIC ACID (CLAVULANATE POTASSIUM),SANDOZ AMOXI-CLAV TABLET,0.65,02482576
CLAVULANIC ACID (CLAVULANATE POTASSIUM) + AMOXICILLIN (AMOXICILLIN TRIHYDRATE),SANDOZ AMOXI-CLAV TABLET,0.65,02482584
TENOFOVIR DISOPROXIL FUMARATE + LAMIVUDINE + DORAVIRINE,DELSTRIGO,0.65,02482592
FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE),SANDOZ FINGOLIMOD,0.65,02482606
TICAGRELOR,APO-TICAGRELOR,0.65,02482622
MORPHINE SULFATE,"MORPHINE SULFATE INJECTION, USP",0.65,02482681
MONTELUKAST (MONTELUKAST SODIUM),AG-MONTELUKAST,0.65,02482835
HYDROGEN PEROXIDE,SHYIELD CONCENTRATE ONE-STEP DISINFECTANT CLEANER FOR USE IN CANNABIS FACILITIES,0.65,02482843
HYDROGEN PEROXIDE,SHYIELD WIPES ONE-STEP DISINFECTANT CLEANER FOR USE IN CANNABIS FACILITIES,0.65,02482878
PERINDOPRIL ERBUMINE,M-PERINDOPRIL ERBUMINE,0.65,02482924
IMIQUIMOD,TARO-IMIQUIMOD PUMP,0.65,02482983
LENALIDOMIDE,REDDY-LENALIDOMIDE,0.65,02483017
DINUTUXIMAB,UNITUXIN,0.65,02483076
BUPRENORPHINE,SUBLOCADE,0.65,02483084
BOSENTAN (BOSENTAN MONOHYDRATE),TARO-BOSENTAN,0.65,02483130
SODIUM HYPOCHLORITE,ALI-FLEX GEL,0.65,02483165
RIZATRIPTAN (RIZATRIPTAN BENZOATE),ACCEL-RIZATRIPTAN ODT,0.65,02483270
GLICLAZIDE,AG-GLICLAZIDE MR,0.65,02483300
OCTOCRYLENE + HOMOSALATE + AVOBENZONE + OCTISALATE,PREMIUM SUNSCREEN SPRAY SUN BUM 30,0.65,02483335
ACETAMINOPHEN,ACETAMINOPHEN INJECTION,0.65,02483343
ACETAMINOPHEN + DEXTROMETHORPHAN HYDROBROMIDE + PHENYLEPHRINE HYDROCHLORIDE + DOXYLAMINE SUCCINATE,VICKS NYQUIL COMPLETE COLD & FLU LIQUICAPS,0.65,02483351
ACETAMINOPHEN + PHENYLEPHRINE HYDROCHLORIDE + DEXTROMETHORPHAN HYDROBROMIDE + GUAIFENESIN,VICKS DAYQUIL COMPLETE COLD & FLU LIQUICAPS,0.65,02483378
TRASTUZUMAB,TRAZIMERA,0.65,02483467
IPRATROPIUM BROMIDE (IPRATROPIUM BROMIDE MONOHYDRATE) + SALBUTAMOL (SALBUTAMOL SULFATE),IPRATROPIUM BROMIDE AND SALBUTAMOL SULPHATE INHALATION SOLUTION,0.65,02483394
MUPIROCIN (MUPIROCIN CALCIUM),STRAMUCIN,0.65,02483459
ARIPIPRAZOLE,MINT-ARIPIPRAZOLE,0.65,02483556
FULVESTRANT,FULVESTRANT INJECTION,0.65,02483610
BUROSUMAB,CRYSVITA,0.65,02483629
INDOCYANINE GREEN,SPY AGENT GREEN,0.65,02483653
INDOCYANINE GREEN,SPY AGENT GREEN KIT FOR SPY ELITE,0.65,02483661
INDOCYANINE GREEN,SPY AGENT GREEN KIT FOR ADVANCED IMAGING MODALITY (AIM) AND PINPOINT,0.65,02483688
INDOCYANINE GREEN,SPY AGENT GREEN LYMPHATICS KIT FOR ADVANCED IMAGING MODALITY (AIM) AND PINPOINT,0.65,02483696
HOMOSALATE + OCTOCRYLENE + OCTISALATE + AVOBENZONE,PREMIUM SUNSCREEN SPRAY SUN BUM 50,0.65,02483726
CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),JAMP CLINDAMYCIN,0.65,02483734
SODIUM HYPOCHLORITE,CLOROXPRO CLOROX GERMICIDAL BLEACH,0.65,02483750
OCTISALATE + HOMOSALATE + OCTOCRYLENE + AVOBENZONE,FACIAL FUEL,0.65,02483777
RIVAROXABAN,TARO-RIVAROXABAN,0.65,02483807
AZITHROMYCIN (AZITHROMYCIN DIHYDRATE),AZITHROMYCIN FOR INJECTION USP,0.65,02483890
OCTISALATE + AVOBENZONE + HOMOSALATE + OCTOCRYLENE,OIL AND PORE CONTROL MATTIFIER BROAD SPECTRUM SPF 45,0.65,02483866
DEXMEDETOMIDINE HYDROCHLORIDE,DEXVETIDINE,0.65,02483947
ISAVUCONAZOLE (ISAVUCONAZONIUM SULFATE),CRESEMBA,0.65,02483971
CERLIPONASE ALFA,BRINEURA,0.65,02484013
DILTIAZEM HYDROCHLORIDE,MAR-DILTIAZEM CD,0.65,02484064
CYCLOSPORINE,VERKAZIA,0.65,02484137
HYDROGEN PEROXIDE + SODIUM LINEAR ALKYLATE SULFONATE + L-LACTIC ACID,PEROXY PREP,0.65,02484145
PEGFILGRASTIM,FULPHILA,0.65,02484153
LATANOPROSTENE BUNOD,VYZULTA,0.65,02484218
DOCUSATE SODIUM,COLACE CLEAR,0.65,02484226
GRAPIPRANT,GALLIPRANT,0.65,02484250
HOMOSALATE + AVOBENZONE + OCTOCRYLENE + OCTISALATE,HYDRO BOOST GEL CREAM SPF 25,0.65,02484285
ITRACONAZOLE,JAMP ITRACONAZOLE ORAL SOLUTION,0.65,02484315
VIRGINIAMYCIN,V-MAX 44,0.65,02484323
VIRGINIAMYCIN,V-MAX 500,0.65,02484331
CHLORHEXIDINE GLUCONATE + ISOPROPYL ALCOHOL,CHLORAPREP,0.65,02484374
TELMISARTAN,AG-TELMISARTAN,0.65,02484536
LUTETIUM (177LU) OXODOTREOTIDE,LUTATHERA,0.65,02484552
TELMISARTAN + HYDROCHLOROTHIAZIDE,AG TELMISARTAN-HCT,0.65,02484579
SAFINAMIDE (SAFINAMIDE MESYLATE),ONSTRYV,0.65,02484641
CHLORHEXIDINE GLUCONATE,PROHEX-4 WIPES,0.65,02484684
CHLORHEXIDINE GLUCONATE,PROHEX-4 SPRAY,0.65,02484692
AMLODIPINE (AMLODIPINE BESYLATE),PDP-AMLODIPINE,0.65,02484706
CHLORINE DIOXIDE + BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,BIOSPRAY TOWER,0.65,02484722
DECITABINE,DEMYLOCAN,0.65,02484811
DIPHENHYDRAMINE HYDROCHLORIDE + ZINC ACETATE,BENADRYL ITCH STOPPING CREAM,0.65,02484838
HAEMAGGLUTININ-STRAIN A (H3N2) + HAEMAGGLUTININ-STRAIN B (YAMAGATA) + HAEMAGGLUTININ-STRAIN A (H1N1) + HAEMAGGLUTININ-STRAIN B (VICTORIA),INFLUVAC TETRA,0.65,02484854
DUTASTERIDE,JAMP DUTASTERIDE,0.65,02484870
PRAMOXINE HYDROCHLORIDE,ITCH RELIEF MOISTURIZING CREAM,0.65,02484889
APIXABAN,TEVA-APIXABAN,0.65,02484994
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,AIRX SPRAY N GO,0.65,02485079
P-TERT-PENTYLPHENOL + O-PHENYLPHENOL + TRIETHYLENE GLYCOL + ALCOHOL ANHYDROUS,KILBAC SPRAY,0.65,02485095
ESTRADIOL BENZOATE + TRENBOLONE ACETATE,SYNOVEX LA-G,0.65,02485125
ESTRADIOL BENZOATE + TRENBOLONE ACETATE,SYNOVEX LA-F,0.65,02485133
LEVETIRACETAM,AG-LEVETIRACETAM,0.65,02485192
ACETYLSALICYLIC ACID,RIVASA 80 MG EC,0.65,02485222
NONYL PHENOXYPOLY ETHOXY ETHANOL-IODINE,ASTRI-IO-1000,0.65,02485249
DEFERASIROX,APO-DEFERASIROX (TYPE J),0.65,02485265
DETOMIDINE HYDROCHLORIDE,DOMIDINE,0.65,02485303
LIDOCAINE,LIDOCAINE,0.65,02485311
FLUOROURACIL (FLUOROURACIL SODIUM),TOLAK,0.65,02485346
RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE),JAMP RIVASTIGMINE,0.65,02485362
IBUPROFEN,ADVIL MINI-GELS,0.65,02485400
CYCLOBENZAPRINE HYDROCHLORIDE,AG-CYCLOBENZAPRINE,0.65,02485419
DOXYLAMINE SUCCINATE + DEXTROMETHORPHAN HYDROBROMIDE,ROBITUSSIN HONEY COUGH & COLD NIGHTTIME,0.65,02485443
CLINDAMYCIN (CLINDAMYCIN PHOSPHATE),CLINDAMYCIN INJECTION IN 5% DEXTROSE,0.65,02485478
BACLOFEN,BACLOFEN INTRATHECAL,0.65,02485508
DEXTROMETHORPHAN HYDROBROMIDE + GUAIFENESIN,ROBITUSSIN EXTRA STRENGTH HONEY COUGH & CONGESTION,0.65,02485524
FILGRASTIM,NIVESTYM,0.65,02485575
CYSTEAMINE (CYSTEAMINE HYDROCHLORIDE),CYSTADROPS,0.65,02485605
MELOXICAM,MELOXADIN ORAL SUSPENSION,0.65,02485621
AXICABTAGENE CILOLEUCEL,YESCARTA,0.65,02485648
DUTASTERIDE,AG-DUTASTERIDE,0.65,02485672
CALCITRIOL,TARO-CALCITRIOL,0.65,02485710
INDOCYANINE GREEN,"INDOCYANINE GREEN FOR INJECTION, USP",0.65,02485796
MEDRONIC ACID,STANNOUS MDP KIT,0.65,02485834
HYDROGEN PEROXIDE,PATRIOT 30 H2O2 CONCENTRATE,0.65,02485842
HYDROGEN PEROXIDE,PATRIOT 32 H2O2 R-T-U,0.65,02485850
TACROLIMUS,ENVARSUS PA,0.65,02485877
ENTECAVIR (ENTECAVIR MONOHYDRATE),MINT-ENTECAVIR,0.65,02485907
LORLATINIB,LORBRENA,0.65,02485966
DISOFENIN,STANNOUS DISIDA KIT,0.65,02486008
TETRASODIUM PYROPHOSPHATE,STANNOUS PYP KIT,0.65,02486016
SODIUM THIOSULFATE,SULFUR COLLOID KIT,0.65,02486067
DIOCTYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,ANTIBACTERIAL FORCE WIPES,0.65,02486105
DARUNAVIR (DARUNAVIR PROPYLENE GLYCOLATE),AURO-DARUNAVIR,0.65,02486121
RAMIPRIL,NRA-RAMIPRIL,0.65,02486172
QUETIAPINE (QUETIAPINE FUMARATE),NRA-QUETIAPINE,0.65,02486237
ETHINYL ESTRADIOL + NORGESTIMATE,TRI-JORDYNA 21,0.65,02486296
ETHINYL ESTRADIOL + NORGESTIMATE,TRI-JORDYNA 28,0.65,02486318
HYDROCHLORIC ACID,LYSOL DISINFECTANT POWERPLUS TOILET BOWL CLEANER,0.65,02486326
TELMISARTAN,MINT-TELMISARTAN,0.65,02486369
ABIRATERONE ACETATE,SANDOZ ABIRATERONE,0.65,02486393
HOMOSALATE + OCTOCRYLENE + AVOBENZONE + OCTISALATE,ULTRA SHEER DRY-TOUCH SUNSCREEN SPF 30,0.65,02486407
TERIPARATIDE (TERIPARATIDE ACETATE),TEVA-TERIPARATIDE INJECTION,0.65,02486423
HOMOSALATE + AVOBENZONE + OCTISALATE + OCTOCRYLENE,ULTRA SHEER BODY MIST SUNSCREEN SPF 30,0.65,02486474
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,GLENMARTIN DISINFECTANT RTU,0.65,02486482
DIDECYL DIMETHYL AMMONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,PINE CLEAN DISINFECTANT,0.65,02486563
RABIES IMMUNOGLOBULIN (HUMAN),HYPERRAB,0.65,02486571
IMMUNOGLOBULIN (HUMAN),GAMASTAN,0.65,02486598
SODIUM BICARBONATE,"SODIUM BICARBONATE INJECTION, USP",0.65,02486636
AMIKACIN (AMIKACIN SULFATE),AMIKACIN SULFATE INJECTION,0.65,02486717
MENTHOL + TROLAMINE SALICYLATE + CAPSAICIN,ARTHRITIS PAIN RELIEF,0.65,02486725
APIXABAN,AURO-APIXABAN,0.65,02486806
ACETAMINOPHEN,CHILDREN'S ACETAMINOPHEN SUSPENSION,0.65,02486830
HYDROGEN PEROXIDE,PEROXIDE MULTI SURFACE DISINFECTANT AND CLEANER RTU,0.65,02486873
PRAMOXINE HYDROCHLORIDE,ITCH RELIEF MOISTURIZING LOTION,0.65,02486881
CETYLPYRIDINIUM CHLORIDE,THERABREATH HEALTHY GUMS ORAL RINSE,0.65,02486938
SODIUM HYPOCHLORITE,CERAMEX R-T-U,0.65,02486946
CETIRIZINE HYDROCHLORIDE,REACTINE ALLERGY,0.65,02486954
DEXTROMETHORPHAN HYDROBROMIDE + PHENYLEPHRINE HYDROCHLORIDE + ACETAMINOPHEN,COUGH & COLD RELIEF,0.65,02487004
TENOFOVIR DISOPROXIL FUMARATE + EMTRICITABINE,JAMP EMTRICITABINE/TENOFOVIR DISOPROXIL FUMARATE,0.65,02487012
HEPATITIS B SURFACE ANTIGEN (RECOMBINANT),ENGERIX-B,0.65,02487020
BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,QUATO 78 PLUS,0.65,02487055
VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),VANCOMYCIN INJECTION USP IN 0.9% SODIUM CHLORIDE,0.65,02487071
ABEMACICLIB,VERZENIO,0.65,02487098
CEMIPLIMAB,LIBTAYO,0.65,02487144
IRON (GLEPTOFERRON) + TOLTRAZURIL,FORCERIS,0.65,02487179
MELOXICAM,MELOXADIN INJECTION,0.65,02487225
ACETAMINOPHEN + DIPHENHYDRAMINE HYDROCHLORIDE + PHENYLEPHRINE HYDROCHLORIDE,NIGHTTIME COLD,0.65,02487233
DARUNAVIR,APO-DARUNAVIR,0.65,02487241
DEXTROMETHORPHAN HYDROBROMIDE + ACETAMINOPHEN + PHENYLEPHRINE HYDROCHLORIDE,DAYTIME COLD,0.65,02487276
GUSELKUMAB,TREMFYA ONE-PRESS,0.65,02487314
ONDANSETRON,MINT-ONDANSETRON ODT,0.65,02487330
ARSENIC TRIOXIDE,ARSENIC TRIOXIDE SOLUTION FOR INJECTION,0.65,02487357
DEXMEDETOMIDINE (DEXMEDETOMIDINE HYDROCHLORIDE),DEXMEDETOMIDINE HYDROCHLORIDE INJECTION,0.65,02487365
APIXABAN,APO-APIXABAN,0.65,02487381
FOLLITROPIN DELTA,REKOVELLE,0.65,02487462
CABAZITAXEL,CABAZITAXEL FOR INJECTION,0.65,02487497
APIXABAN,SANDOZ APIXABAN TABLET,0.65,02487519
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,PDQ SCENTLESS DISINFECTANT CLEANER,0.65,02487594
HOMOSALATE + OCTISALATE + OCTOCRYLENE + AVOBENZONE,COPPERTONE SPRAY SUNSCREEN SPF 50 KIDS,0.65,02487705
APIXABAN,ACH-APIXABAN,0.65,02487713
GEFITINIB,SANDOZ GEFITINIB,0.65,02487748
AVOBENZONE + OCTOCRYLENE + HOMOSALATE + OCTISALATE,FACE SUNSCREEN SPF 45,0.65,02487764
IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX),ACHIEVE,0.65,02487918
FINGOLIMOD (FINGOLIMOD HYDROCHLORIDE),JAMP FINGOLIMOD,0.65,02487772
HOMOSALATE + OCTOCRYLENE + AVOBENZONE + OCTISALATE,DRY-TOUCH SUNSCREEN SPF 45,0.65,02487780
HOMOSALATE + OCTOCRYLENE + OCTISALATE + AVOBENZONE,COPPERTONE LOTION SUNSCREEN SPF 50 WATERBABIES,0.65,02487799
LACOSAMIDE,ZDS-LACOSAMIDE,0.65,02487802
OCTISALATE + OCTOCRYLENE + HOMOSALATE + AVOBENZONE,CLEAR FACE SUNSCREEN LOTION,0.65,02487845
OCTINOXATE + OCTISALATE,ULTRA-RICH HYDRATION,0.65,02487926
OCTISALATE + AVOBENZONE + HOMOSALATE + OCTOCRYLENE,COPPERTONE SPRAY SUNSCREEN SPF 50 SPORT,0.65,02487934
OCTOCRYLENE + HOMOSALATE + OCTISALATE + AVOBENZONE,ULTRA SHEER BODY MIST SUNSCREEN SPF 45,0.65,02487942
IODINE (POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX),TERMINATOR,0.65,02487985
ARIPIPRAZOLE,ARIPIPRAZOLE,0.65,02488000
METHYLENE BLUE,METHYLENE BLUE INJECTION,0.65,02487993
FOSFOMYCIN (FOSFOMYCIN SODIUM),IVOZFO,0.65,02488086
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,GIANT VALUE MULTI-SURFACE CLEANER DISINFECTANT,0.65,02488108
AVOBENZONE + HOMOSALATE + OCTOCRYLENE + OCTISALATE,COPPERTONE LOTION SUNSCREEN SPF 30 GLOW,0.65,02488124
PYRITHIONE ZINC,SCALP RELIEF,0.65,02488132
SPIRONOLACTONE,MINT-SPIRONOLACTONE,0.65,02488140
MONTELUKAST (MONTELUKAST SODIUM),M-MONTELUKAST,0.65,02488183
IBUPROFEN + ACETAMINOPHEN,COMBOGESIC,0.65,02488280
OCTINOXATE + ZINC OXIDE + TITANIUM DIOXIDE,IOPE AIR CUSHION,0.65,02488299
TROSPIUM CHLORIDE,MAR-TROSPIUM,0.65,02488353
TIBOLONE,TIBELLA,0.65,02488361
LACOSAMIDE,JAMP-LACOSAMIDE,0.65,02488388
SERTRALINE (SERTRALINE HYDROCHLORIDE),NRA-SERTRALINE,0.65,02488434
HOMOSALATE + OCTISALATE + OCTOCRYLENE + AVOBENZONE,SENSITIVE SKIN SUNSCREEN CONTINUOUS SPRAY SPF 50 PLUS,0.65,02488477
OCTISALATE + OCTOCRYLENE + AVOBENZONE + HOMOSALATE,SPORT SUNSCREEN LOTION SPF 30,0.65,02488485
PIRFENIDONE,SANDOZ PIRFENIDONE TABLETS,0.65,02488507
BENZALKONIUM CHLORIDE + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,DIS-256 DETERGENT/DISINFECTANT,0.65,02488558
SODIUM HYPOCHLORITE,CLOROX DISINFECTING CONCENTRATED BLEACH,0.65,02488590
SODIUM HYPOCHLORITE,HYPO-CHLOR NEUTRAL 0.52%,0.65,02488612
SODIUM HYPOCHLORITE,CLOROX PERFORMANCE DISINFECTING BLEACH,0.65,02488655
OCTOCRYLENE + HOMOSALATE + AVOBENZONE + OCTISALATE,KIDS SUNSCREEN CONTINUOUS SPRAY SPF 50+,0.65,02488663
TRANDOLAPRIL,TRANDOLAPRIL,0.65,02488698
SODIUM HYPOCHLORITE,HYPO-CHLOR NEUTRAL 0.25%,0.65,02488779
IODINE (POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX),PROPEL 25,0.65,02488817
OCTOCRYLENE + HOMOSALATE + ZINC OXIDE,KIDS SUNSCREEN STICK SPF 50+,0.65,02488825
PIRFENIDONE,SANDOZ PIRFENIDONE CAPSULES,0.65,02488833
BENZALKONIUM CHLORIDE + ISOPROPYL ALCOHOL + ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + ALCOHOL ANHYDROUS,ADVANTACLEAR SURFACE DISINFECTANT WIPES,0.65,02488876
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + ALCOHOL ANHYDROUS + BENZALKONIUM CHLORIDE + ISOPROPYL ALCOHOL,ADVANTACLEAR SURFACE DISINFECTANT,0.65,02488884
BENZALKONIUM CHLORIDE + OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,SCRUBBING BUBBLES BATHROOM DISINFECTANT BATHROOM GRIME FIGHTER I,0.65,02488906
BUPIVACAINE HYDROCHLORIDE,"BUPIVACAINE HYDROCHLORIDE INJECTION, USP",0.65,02488930
ISOPROPYL ALCOHOL + ALCOHOL ANHYDROUS + BENZALKONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE,TB MINUTEMAN NEX GEN DISINFECTANT WIPES,0.65,02488973
BENZALKONIUM CHLORIDE + ALCOHOL ANHYDROUS + DIDECYL DIMETHYL AMMONIUM CHLORIDE + ISOPROPYL ALCOHOL,TB MINUTEMAN NEX GEN DISINFECTANT,0.65,02488981
ADAPALENE + BENZOYL PEROXIDE,SANDOZ ADAPALENE / BENZOYL PEROXIDE,0.65,02489007
PERINDOPRIL ERBUMINE,NRA-PERINDOPRIL,0.65,02489015
HOMOSALATE + OCTISALATE + AVOBENZONE,SUN ULTIMATE FACE CREAM / CRÈME VISAGE,0.65,02489112
OCTISALATE + OXYBENZONE + OCTOCRYLENE + AVOBENZONE + HOMOSALATE + DROMETRIZOLE TRISILOXANE,OMBRELLE KIDS LOTION WET'N PROTECT,0.65,02489155
APIXABAN,SANDOZ APIXABAN SDZ,0.65,02489228
CARBETOCIN,CARBETOCIN INJECTION,0.65,02489244
PATISIRAN (PATISIRAN SODIUM),ONPATTRO,0.65,02489252
LACOSAMIDE,ACH-LACOSAMIDE,0.65,02489287
RIZATRIPTAN (RIZATRIPTAN BENZOATE),NRA-RIZATRIPTAN ODT,0.65,02489384
ZOLMITRIPTAN,NRA-ZOLMITRIPTAN,0.65,02489392
LABETALOL HYDROCHLORIDE,RIVA-LABETALOL,0.65,02489406
IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX),HV-PROTECT,0.65,02489422
BEVACIZUMAB,ZIRABEV,0.65,02489430
CLAVULANIC ACID (POTASSIUM CLAVULANATE) + AMOXICILLIN (AMOXICILLIN TRIHYDRATE),CLAVAMOX,0.65,02489473
MANNITOL,ARIDOL,0.65,02489562
AMOXICILLIN (AMOXICILLIN TRIHYDRATE) + CLAVULANIC ACID (POTASSIUM CLAVULANATE),CLAVAMOX,0.65,02489481
IODINE (ALKYL POLY ETHOXY ETHANOL - IODINE COMPLEX),MV-10,0.65,02489546
OCTOCRYLENE + AVOBENZONE + OCTISALATE + HOMOSALATE + DROMETRIZOLE TRISILOXANE,FACE ANTI-SHINE CREAM,0.65,02489589
ROMOSOZUMAB,EVENITY,0.65,02489597
CLOBETASOL PROPIONATE,TARO-CLOBETASOL SPRAY,0.65,02489619
ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE,ES15 SPRAY & WIPE DISINFECTANT CLEANER,0.65,02489740
MONTELUKAST (MONTELUKAST SODIUM),NRA-MONTELUKAST,0.65,02489821
OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE + DIDECYL DIMETHYL AMMONIUM CHLORIDE + BENZALKONIUM CHLORIDE + DIOCTYL DIMETHYL AMMONIUM CHLORIDE,SCRUBBING BUBBLES BATHROOM DISINFECTANT MEGA SHOWER FOAMER,0.65,02489880
DEFERASIROX,SANDOZ DEFERASIROX (TYPE J),0.65,02489899
DOXAZOSIN (DOXAZOSIN MESYLATE),JAMP-DOXAZOSIN,0.65,02489937
ELETRIPTAN (ELETRIPTAN HYDROBROMIDE),PRO-ELETRIPTAN,0.65,02489961
OXODOTREOTIDE,NETSPOT,0.65,02490005
DROMETRIZOLE TRISILOXANE + OCTOCRYLENE + OCTISALATE + HOMOSALATE + ENSULIZOLE + AVOBENZONE + BEMOTRIZINOL,ULTRA FLUIDE VISAGE,0.65,02490021
"ANTIHEMOPHILIC FACTOR VIII (RECOMBINANT, B-DOMAIN TRUNCATED), PEGYLATED",ESPEROCT,0.65,02490064
BENZOYL PEROXIDE,BPO5,0.65,02490285
CHLORHEXIDINE (CHLORHEXIDINE DIGLUCONATE),DOUXO S3 PYO SHAMPOO,0.65,02490307
LAROTRECTINIB (LAROTRECTINIB SULFATE),VITRAKVI,0.65,02490315
OCTOCRYLENE + HOMOSALATE + AVOBENZONE + OCTISALATE,COPPERTONE CLEAR BLUE SUNSCREEN,0.65,02490358
HOMOSALATE + OCTOCRYLENE + AVOBENZONE + OCTISALATE,KIDS SUNSCREEN LOTION SPF 50+,0.65,02490382
BEMOTRIZINOL + OCTISALATE + OCTOCRYLENE + HOMOSALATE + DROMETRIZOLE TRISILOXANE + AVOBENZONE + ENSULIZOLE,ULTRA FLUIDE CORPS,0.65,02490404
LEVETIRACETAM,PDP-LEVETIRACETAM,0.65,02490439
HOMOSALATE + OCTOCRYLENE + OCTISALATE + AVOBENZONE,MATTE DEFENSE SPF 30,0.65,02490455
DAPTOMYCIN,DAPTOMYCIN FOR INJECTION,0.65,02490463
AVOBENZONE + HOMOSALATE + OCTISALATE + OCTOCRYLENE,AGE PERFECT ROSY TONE DAY CREAM,0.65,02490501
DIMENHYDRINATE,GAVISCON NAUSEA,0.65,02490528
NERATINIB (NERATINIB MALEATE),NERLYNX,0.65,02490536
LACOSAMIDE,MINT-LACOSAMIDE,0.65,02490544
DUTASTERIDE,NRA-DUTASTERIDE,0.65,02490587
ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE),JAMP ONDANSETRON,0.65,02490617
METHIMAZOLE,JAMP METHIMAZOLE,0.65,02490625
TENOFOVIR DISOPROXIL FUMARATE + EMTRICITABINE,AURO-EMTRICITABINE-TENOFOVIR,0.65,02490684
CLOBETASOL PROPIONATE,ODAN CLOBETASOL SPRAY,0.65,02490706
SODIUM ZIRCONIUM CYCLOSILICATE,LOKELMA,0.65,02490714
ERTAPENEM (ERTAPENEM SODIUM),ERTAPENEM FOR INJECTION,0.65,02490773
